geochem_depth,geochem_age_kabp,TIC,TOC,Qz_peakarea,C13,O18,TN,TS
399.92,1163.021,6.94,1.44,0.118506,-0.75,-7,0.17,0.069
400.08,1163.4465,8.47,1.17,,-0.76,-6.94,0.16,0.085
400.24,1163.867,6.44,1.48,0.134394,-0.4,-6.74,0.18,0.072
400.4,1164.281,6.95,1.46,,-0.74,-7.15,0.21,0.087
400.56,1164.708,7.81,1.35,0.119741,-0.9,-7.38,0.16,0.09
400.72,1165.135,7.79,1.4,,-0.34,-6.65,0.19,0.067
400.88,1165.5765,8.03,1.29,0.096834,-0.23,-6.72,0.15,0.092
401.04,1166.019,7.23,1.49,,-0.25,-6.93,0.2,0.061
401.2,1166.4545,7.67,1.56,0.112595,-0.2,-7.01,0.17,0.075
401.36,1166.897,7.15,1.37,,-0.49,-7.18,0.21,0.081
401.52,1167.3465,6.12,1.49,0.138692,-0.48,-7.28,0.21,0.135
401.68,1167.7985,7.03,1.49,,-0.77,-7.26,0.18,0.103
401.84,1168.2445,4.93,1.58,0.156992,-0.77,-7.14,0.25,0.084
402,1168.6845,5.32,1.71,,-0.71,-7.5,0.26,0.084
402.16,1169.121,7.72,1.16,0.132179,-0.33,-6.37,0.19,0.08
402.32,1169.5645,7.14,1.47,,-0.49,-6.88,0.23,0.084
402.48,1170.016,6.86,1.77,0.0963025,-0.96,-7.18,0.24,0.162
402.64,1170.4595,7.48,1.57,,-0.94,-7.19,0.18,0.05
402.8,1170.91,6.06,1.75,0.14292,-1.53,-7.89,0.24,0.091
402.96,1171.352,3.94,1.98,,-1.24,-7.12,0.32,0.102
403.12,1171.7995,7.19,1.43,0.120343,-1.32,-7.69,0.16,0.07
403.28,1172.379,6.66,1.65,,-1.47,-7.46,0.18,0.084
403.44,1173.171,5.82,1.47,0.108719,-1.7,-7.85,0.25,0.097
403.6,1173.9765,6.65,1.71,,-1.37,-7.14,0.18,0.089
403.76,1174.7885,6.29,1.55,0.127177,-1.38,-7.59,0.22,0.101
403.92,1175.583,4.83,1.85,,-1.74,-7.87,0.22,0.107
404.08,1176.3765,5.56,1.44,0.152098,-1.69,-7.6,0.26,0.099
404.24,1177.173,0.97,2.21,,,,0.39,0.153
404.4,1177.962,5.28,1.86,0.138995,-1.42,-7.05,0.2,0.247
404.56,1178.751,5.85,2.01,,-1.61,-7.07,0.2,0.13
404.72,1179.5535,5.23,1.86,0.139561,-1.43,-7.13,0.2,0.07
404.88,1180.348,6.47,1.79,,-1.7,-7.07,0.17,0.106
405.04,1181.1445,6.22,1.85,0.14031,-1.62,-7.41,0.19,0.132
405.2,1181.937,4.64,1.94,,-1.4,-7.17,0.25,0.088
405.36,1182.74,4.72,2.5,0.147487,-1.2,-6.75,0.27,0.113
405.52,1183.532,3.31,2.58,,-0.83,-6.36,0.3,0.125
405.68,1184.3185,1.9,2.5,0.162626,-1.04,-5.98,0.33,0.178
405.84,1185.147,6,2.29,,-0.97,-7.02,0.22,0.104
406,1186.2185,3.2,2.44,0.171446,-0.79,-7.87,0.32,0.161
406.16,1187.291,3.47,2.07,,-1.19,-7.93,0.27,0.142
406.32,1188.3765,2.92,2.21,0.177738,-0.71,-7.06,0.27,0.086
406.48,1189.4575,1.41,1.45,,-1.92,-7.84,0.32,0.102
406.64,1190.5405,0.21,1.74,0.217449,,,0.33,0.12
406.8,1191.628,0.29,1.16,,,,0.33,0.096
406.96,1192.7185,3.43,1.04,0.257536,,,0.27,0.077
407.12,1193.7815,0.34,1.61,,,,0.38,0.111
407.28,1194.745,0.19,2.17,0.228439,,,0.4,0.127
407.44,1195.704,0.24,1.55,,,,0.33,0.095
407.6,1196.6695,2.39,1.69,0.209941,,,0.31,0.084
407.76,1197.629,0.97,1.43,,,,0.32,0.088
407.92,1198.5635,0.25,1.5,0.26838,,,0.34,0.094
408.08,1199.5105,0.19,1.84,,,,0.34,0.097
408.24,1200.454,0.49,1.64,0.216382,,,0.34,0.094
408.4,1201.4,0.32,1.6,,,,0.35,0.09
408.56,1202.474,0.92,1.54,0.193236,,,0.31,0.082
408.72,1203.568,0.59,1.46,,,,0.34,0.089
408.88,1204.659,0.39,1.13,0.240201,,,0.34,0.08
409.04,1205.75,0.24,1.3,,,,0.33,0.085
409.2,1206.855,0.69,1.13,0.239444,,,0.3,0.084
409.36,1207.954,0.99,1.07,,,,0.3,0.082
409.52,1209.053,0.73,1.14,0.277403,,,0.33,0.073
409.68,1210.1335,0.19,0.98,,,,0.32,0.074
409.84,1210.863,0.35,1.04,0.330497,,,0.35,0.08
410,1211.477,0.77,0.89,,,,0.32,0.061
410.16,1212.0915,1.07,1.13,0.282042,,,0.35,0.068
410.32,1212.712,0.38,1.71,,,,0.36,0.087
410.48,1213.336,0.28,1.48,0.298862,,,0.37,0.094
410.64,1213.9525,3.97,1.66,,,,0.25,0.07
410.8,1214.566,5.38,2.08,0.162144,,,0.28,0.087
410.96,1215.1745,0.73,1.57,,,,0.34,0.121
411.12,1215.7805,0.25,1.09,0.343015,,,0.37,0.052
411.28,1216.4,2.63,1.34,,,,0.3,0.068
411.44,1217.0035,0.49,1.19,0.354082,,,0.34,0.078
411.6,1217.6125,0.41,1.68,,,,0.36,0.114
411.76,1218.2175,0.54,1.27,0.309481,,,0.36,0.098
411.92,1218.823,0.21,1.16,,,,0.39,0.093
412.08,1219.4235,0.89,1.1,0.270632,,,0.37,0.078
412.24,1220.027,0.33,1.9,,,,0.41,0.105
412.4,1220.637,3.57,1.45,0.170693,,,0.28,0.068
412.56,1221.246,1.26,1.3,,,,0.37,0.088
412.72,1221.8675,1.53,1.37,0.312563,-2.59,-8.2,0.35,0.067
412.88,1222.484,4.45,1.62,,-2.74,-8.32,0.27,0.09
413.04,1223.1005,5.91,1.51,0.213293,-2.52,-8.85,0.22,0.072
413.2,1223.728,6.82,1.64,,-2.01,-7.98,0.21,0.076
413.36,1224.3405,8.16,1.5,0.103132,-1.8,-7.84,0.14,0.083
413.52,1224.9585,8.67,1.59,,-1.68,-7.78,0.14,0.077
413.68,1225.557,8.86,1.68,0.0913436,-1.32,-7.55,0.14,0.083
413.84,1226.1215,9.09,1.67,,-1.6,-7.66,0.12,0.094
414,1226.6935,9.18,1.59,0.0804924,-1.61,-7.67,0.14,0.039
414.16,1227.274,7.71,2.05,,-0.93,-7.49,0.18,0.12
414.32,1227.86,7.62,1.68,0.117058,-1.63,-7.9,0.2,0.107
414.48,1228.4475,8.58,1.22,,-2.27,-8.21,0.13,0.098
414.64,1229.0315,9.34,1.43,0.0760622,-2.21,-7.66,0.12,0.125
414.8,1229.6055,9.09,1.42,,-1.96,-7.36,0.12,0.047
414.96,1230.1395,7.52,2.09,0.0971412,-1.12,-7.08,0.18,0.114
415.12,1230.5995,8.92,1.19,,-1.81,-6.95,0.15,0.069
415.28,1231.0585,8.74,1.74,0.0862068,-1.57,-6.84,0.12,0.072
415.44,1231.517,9.17,1.57,,-1.69,-6.36,0.13,0.097
415.6,1231.9715,9.75,1.72,0.0665691,-1.74,-6.09,0.13,0.097
415.76,1232.4235,8.91,1.83,,-1.76,-6.46,0.11,0.102
415.91,1232.9445,8.51,1.82,0.074413,-1.81,-6.61,0.12,0.115
416.08,1233.317,7.9,1.62,,-1.59,-6.59,0.15,0.113
416.24,1233.77,8.87,1.56,0.0764428,-1.87,-6.6,0.1,0.101
416.4,1234.2435,9.04,1.61,,-1.82,-7,0.16,0.095
416.56,1234.718,8.18,1.62,0.086673,-1.59,-6.45,0.13,0.098
416.72,1235.183,8.22,1.61,,-1.92,-6.83,0.14,0.106
416.88,1235.6615,8.53,1.41,0.0912041,-2.29,-6.84,0.15,0.071
417.04,1236.147,7.79,1.62,,-2.11,-6.88,0.17,0.115
417.2,1236.6165,8.55,1.46,0.0931294,-2.08,-6.73,0.15,0.089
417.36,1237.097,8.09,1.43,,-1.74,-6.58,0.15,0.083
417.52,1237.5725,8.74,1.35,0.0798314,-2.14,-6.99,0.15,0.083
417.68,1238.0405,7.97,1.32,,-1.89,-6.83,0.15,0.081
417.84,1238.5045,7.97,1.43,0.0957596,-2.39,-7.43,0.18,0.08
418,1238.9695,7.8,1.44,,-2.35,-7.39,0.15,0.051
418.16,1239.4415,7.94,1.26,0.0938015,-2.32,-7.5,0.15,0.072
418.32,1239.9135,8.15,1.36,,-2.04,-7.15,0.13,0.05
418.48,1240.383,8.61,1.39,0.0881042,-1.92,-7.15,0.15,0.054
418.64,1240.8505,8.99,1.3,,-2.02,-7.48,0.15,0.061
418.8,1241.329,8.06,1.7,0.109882,-1.69,-7.73,0.16,0.089
418.96,1241.812,7.59,1.83,,-1.64,-7.73,0.19,0.101
419.12,1242.3075,6.76,1.96,0.141033,-1.54,-7.71,0.2,0.102
419.28,1242.804,5.41,2.71,,-1.73,-8.04,0.32,0.267
419.44,1243.307,4.19,2.11,0.156246,-1.94,-8.22,0.29,0.191
419.6,1243.8035,3,1.54,,,,0.26,0.228
419.76,1244.2985,1.36,1.66,0.221989,,,0.36,0.232
419.92,1244.795,0.32,1.19,,,,0.31,0.23
420.08,1245.285,0.66,1.57,0.244113,,,0.36,0.181
420.24,1245.721,0.29,1.1,,,,0.34,0.114
420.4,1246.1385,1.54,1.22,0.245375,,,0.3,0.108
420.56,1246.5705,0.27,1.04,,,,0.33,0.094
420.72,1247.006,0.56,1.26,0.221942,,,0.35,0.096
420.88,1247.4305,0.23,1.08,,,,0.32,0.09
421.04,1247.8655,0.14,0.98,0.261051,,,0.35,0.091
421.2,1248.2985,0.42,0.77,,,,0.31,0.068
421.36,1248.7245,0.73,0.83,0.264765,,,0.34,0.072
421.52,1249.3245,0.27,0.55,,,,0.33,0.063
421.68,1250.024,0.44,0.71,0.312646,,,0.34,0.063
421.84,1250.726,2.67,1.15,,,,0.28,0.055
422,1251.4245,1.4,1.02,0.230688,,,0.31,0.059
422.16,1252.125,0.34,1.26,,,,0.36,0.084
422.32,1252.819,0.34,1.36,0.201058,,,0.37,0.078
422.48,1253.4985,0.26,1.7,,,,0.38,0.099
422.64,1254.192,0.53,2.15,0.173608,,,0.4,0.122
422.8,1254.9915,0.34,1.73,,,,0.35,0.12
422.96,1255.8925,0.73,0.95,0.227297,,,0.26,0.073
423.12,1256.7885,0.29,0.83,,,,0.29,0.068
423.28,1257.6955,0.39,0.73,0.245064,,,0.26,0.065
423.44,1258.604,2.65,0.76,,,,0.22,0.056
423.6,1259.517,0.18,0.62,0.294041,,,0.3,0.061
423.76,1260.413,0.92,0.71,,,,0.3,0.066
423.92,1261.318,1.91,0.84,0.283103,,,0.24,0.052
424.08,1262.164,0.35,1.51,,,,0.33,0.111
424.24,1262.943,0.35,2.03,0.242777,,,0.4,0.122
424.4,1263.7245,2.17,2.08,,,,0.31,0.108
424.56,1264.512,1.05,2.22,0.223092,,,0.41,0.136
424.72,1265.305,1.8,3.4,,,,0.4,0.171
424.88,1266.097,2.64,2.77,0.217259,,,0.36,0.154
425.04,1266.8895,3.21,3.38,,,,0.39,0.182
425.2,1267.689,1.2,2.43,0.189034,,,0.36,0.13
425.36,1268.755,0.5,1.65,,,,0.37,0.113
425.52,1270.5795,3.71,3.32,0.148071,-2.48,-7.89,0.4,0.135
425.68,1272.3945,1.57,3.74,,-2.07,-5.86,0.45,0.22
425.84,1274.2175,4.35,3.17,0.147109,-2.17,-6.76,0.35,0.181
426,1276.048,5.28,4.29,,-1.93,-7.65,0.35,0.241
426.16,1277.8795,4.88,5.43,0.149948,-2.11,-8.28,0.45,0.301
426.32,1279.706,6.61,2.96,,-1.95,-7.25,0.28,0.151
426.48,1281.541,6.19,2.19,0.168386,-2.3,-8.7,0.27,0.148
426.64,1283.2365,7.39,2.29,,-1.68,-8.66,0.22,0.152
426.8,1284.194,6.75,2.46,0.181473,-1.59,-8.42,0.22,0.193
426.96,1285.1535,5.95,2.64,,-2.17,-8.19,0.28,0.201
427.12,1286.119,6.41,2.48,0.123324,-1.8,-7.56,0.27,0.151
427.28,1287.0835,5.69,2.33,,-1.98,-8.12,0.26,0.25
427.44,1288.078,4.56,2.4,0.133756,-2.21,-8.91,0.31,0.198
427.6,1289.0335,3.13,2.72,,-2.15,-8,0.34,0.162
427.76,1290.0115,0.84,2.86,0.223782,,,0.4,0.207
427.92,1290.965,0.59,3.64,,,,0.42,0.196
428.08,1291.535,0.64,2.42,0.216434,,,0.39,0.15
428.24,1292.1005,0.6,1.64,,,,0.35,0.111
428.4,1292.6695,0.52,2.07,0.205327,,,0.37,0.142
428.56,1293.2355,0.2,1.78,,,,0.35,0.121
428.72,1293.801,5.55,1.18,0.159888,,,0.18,0.075
428.88,1294.373,0.6,1.08,,,,0.27,0.087
429.04,1294.938,0.08,1.44,0.213222,,,0.36,0.119
429.2,1295.501,0.61,0.92,,,,0.3,0.079
429.36,1296.0825,0.55,2.08,0.2369,,,0.35,0.131
429.52,1296.676,0.94,1.16,,,,0.3,0.097
429.68,1297.276,0.42,1.22,0.213507,,,0.28,0.111
429.84,1297.871,1,1.43,,,,0.33,0.116
430,1298.4775,0.37,1.13,0.226074,,,0.31,0.104
430.16,1299.072,2.02,1.54,,,,0.32,0.126
430.32,1299.6725,1.37,1.42,0.227722,,,0.28,0.122
430.48,1300.2665,1.65,1.06,,,,0.3,0.086
430.64,1300.9065,4.08,1.32,0.197226,,,0.22,0.062
430.8,1301.575,1.28,2.45,,,,0.36,0.128
430.96,1302.262,3.74,1.57,0.165524,-2.01,-8.52,0.27,0.156
431.12,1302.946,6.57,1.83,,-1.78,-8.96,0.18,0.127
431.28,1303.6235,7.03,1.7,0.116215,-1.72,-8.81,0.16,0.091
431.44,1304.3035,7.3,2.33,,-1.21,-8.67,0.23,0.127
431.6,1304.963,6.08,2.3,0.146647,-0.88,-8.49,0.24,0.142
431.76,1305.6155,5.92,1.34,,-1.7,-9.2,0.21,0.129
431.92,1306.181,6.31,1.57,0.129867,-1.27,-8.78,0.2,0.12
432.08,1306.7035,6.47,1.95,,-1.59,-8.73,0.24,0.086
432.24,1307.225,7.47,2.25,0.111171,-0.71,-8.81,0.19,0.133
432.4,1307.749,9.42,3.21,,-1.53,-9.75,0.17,0.124
432.56,1308.2825,9.89,3.13,0.0498739,-1.51,-9.21,0.17,0.1
432.72,1308.8075,8.6,2.42,,-1.65,-9.85,0.18,0.123
432.88,1309.334,8.35,1.46,0.0852066,-1.37,-9.08,0.15,0.15
433.04,1309.8535,8.81,1.8,,-0.97,-9.34,0.16,0.108
433.2,1310.3805,9.64,3.25,0.0659137,-1.58,-9.81,0.2,0.169
433.36,1310.9385,8.64,3.43,,-1.78,-10.01,0.22,0.147
433.52,1311.4935,8.5,1.83,0.0771313,-2.22,-10.36,0.19,0.149
433.68,1312.044,7.97,1.93,,-2.2,-10.01,0.15,0.071
433.84,1312.596,8.4,1.87,0.0867914,-2.04,-9.95,0.15,0.106
434,1313.151,8.75,2.03,,-1.68,-9.73,0.18,0.086
434.16,1313.6965,8.54,1.73,0.071747,-1.9,-9.72,0.15,0.101
434.32,1314.254,8.53,2.34,,-1.72,-9.84,0.2,0.119
434.48,1314.809,8.94,1.12,0.0751874,-1.73,-9.82,0.14,0.092
434.64,1315.3775,9.53,2.21,,-1.85,-9.9,0.16,0.071
434.8,1315.9515,9.04,2.43,0.0686001,-2.16,-9.68,0.18,0.117
434.96,1316.5315,9.42,2.02,,-1.55,-9.18,0.16,0.102
435.12,1317.112,9.15,1.92,0.0703289,-1.58,-8.55,0.17,0.112
435.28,1317.689,8.97,2.18,,-1.99,-8.69,0.17,0.066
435.44,1318.256,8.26,1.98,0.0967472,-2.34,-8.78,0.18,0.107
435.6,1318.8305,8.98,1.89,,-2.63,-8.22,0.15,0.108
435.76,1319.398,8.41,1.55,0.0841344,-2.44,-7.92,0.14,0.096
435.92,1319.9305,6.8,1.88,,-2.74,-8.64,0.17,0.112
436.08,1320.4665,8.03,0.8,0.0650656,-2.9,-8.12,0.11,0.104
436.24,1321.008,8.86,0.88,,-2.78,-8.31,0.13,0.093
436.4,1321.542,8.62,1.69,0.104337,-2.65,-9.19,0.17,0.073
436.56,1322.082,8.77,1.52,,-2.4,-9.12,0.15,0.082
436.72,1322.6245,7.5,2.07,0.106089,-2.33,-8.93,0.21,0.099
436.88,1323.18,0.52,0.55,,,,0.2,0.069
437.04,1323.923,2.78,1.32,0.245222,,,0.25,0.097
437.2,1325.8385,6.56,0.75,,,,0.05,0.284
437.36,1327.749,0.17,0.57,0.0713142,,,0.09,0.172
437.52,1329.6705,0.7,0.6,,,,0.11,0.11
437.73,1332.2015,0.61,0.5,0.0835931,,,0.11,0.066
437.89,1334.1215,0.66,0.47,,,,0.14,0.045
438.05,1336.0465,2.11,0.75,0.0804264,,,0.13,0.085
438.21,1337.9575,1.08,0.45,,,,0.13,0.042
438.37,1339.461,3.39,0.58,0.0802664,,,0.07,0.092
438.48,1339.9135,5.93,0.77,,,,0.08,0.072
438.64,1340.5865,6.42,1.04,0.111012,,,0.1,0.139
438.8,1341.257,2.73,0.67,,,,0.1,0.089
438.96,1341.943,4.12,0.86,0.105844,-3.24,-8.63,0.11,0.063
439.12,1342.642,7.18,1.12,,-2.6,-9.42,0.11,0.097
439.28,1343.337,9.87,1.16,0.0602226,-2.66,-8.6,0.08,0.093
439.44,1344.0145,10.19,1.16,,-2.41,-9.03,0.09,0.229
439.6,1344.672,9.94,1.91,0.05749,-1.21,-9.08,0.15,0.221
439.76,1345.1395,9.77,1.59,,-1.25,-8.84,0.14,0.228
439.92,1345.576,9.82,2.94,0.0617256,-2.48,-9.23,0.18,0.28
440.08,1346.0195,10.7,1.84,,-1.91,-9.11,0.11,0.242
440.24,1346.4535,10.38,1.68,0.0475698,-1.46,-9.44,0.09,0.304
440.4,1346.8935,11.16,1.17,,-1.4,-8.96,0.08,0.211
440.56,1347.332,10.78,0.99,0.046327,-0.22,-8.64,0.08,0.238
440.72,1347.7735,11.08,1.34,,-1.04,-9.04,0.09,0.259
440.88,1348.2045,11.41,0.21,0.0337269,-0.33,-8.26,0.05,0.168
441.04,1348.639,11.26,0.84,,-0.69,-8.51,0.05,0.182
441.2,1349.0675,11.23,1.22,0.0315199,-1.79,-8.63,0.06,0.19
441.36,1349.4965,11.15,1.09,,-1.01,-8.52,0.07,0.18
441.52,1349.9235,11.57,0.79,0.0256663,-1.15,-8.42,0.05,0.14
441.68,1350.3565,10.96,0.92,,-0.96,-8.09,0.05,0.125
441.84,1350.785,11.34,1.05,0.0287304,-1.02,-8.63,0.06,0.149
442,1351.2145,11.51,0.77,,-0.77,-8.47,0.06,0.123
442.16,1351.6455,11.48,0.36,0.0110571,-1.05,-8.62,0.06,0.144
442.32,1352.0555,11.4,0.76,,-0.9,-8.62,0.09,0.194
442.48,1352.449,11.39,0.54,0.0165381,-0.87,-8.74,0.07,0.149
442.64,1352.8435,10.66,0.81,,-0.73,-8.65,0.05,0.165
442.8,1353.246,11.6,0.25,0.016676,-0.75,-9.05,0.05,0.154
442.96,1353.644,11.64,0.23,,-0.39,-8.74,0.05,0.154
443.12,1354.033,11.29,0.8,0.0336629,-0.12,-8.95,0.05,0.155
443.28,1354.425,11.28,1.08,,-0.13,-9.15,0.02,0.092
443.44,1354.813,10.34,0.13,0.0228612,-0.14,-8.62,0.04,0.1
443.6,1355.2155,10.76,0.77,,0.09,-9.13,0.05,0.149
443.76,1355.655,11.38,0.66,0.018699,0.02,-9.22,0.05,0.178
443.92,1356.093,11.54,0.6,,-0.47,-9.11,0.05,0.142
444.08,1356.5265,10.33,0.53,0.0202374,-0.13,-8.7,0.05,0.17
444.24,1356.9625,10.34,0.69,,-0.22,-9.19,0.04,0.143
444.4,1357.397,11.07,0.76,0.0167714,-0.65,-9.23,0.06,0.169
444.56,1357.834,10.87,0.72,,-0.16,-8.88,0.05,0.218
444.72,1358.275,10.71,0.9,0.0135456,-0.03,-8.91,0.06,0.172
444.88,1358.6895,10.99,0.76,,-0.56,-9.47,0.06,0.171
445.04,1359.098,11.03,0.54,0.0156538,-0.69,-9.31,0.05,0.18
445.2,1359.512,10.78,0.16,,-0.59,-9.56,0.07,0.176
445.36,1359.932,10.32,1.04,0.0169311,-0.38,-9.09,0.07,0.21
445.52,1360.347,10.22,0.89,,-0.46,-9.31,0.07,0.212
445.68,1360.7655,11.27,0.75,0.0122843,-1.03,-9.31,0.05,0.243
445.84,1361.184,11.31,0.41,,-1.08,-9.21,0.07,0.245
446,1361.605,11.13,0.56,0.0142572,-0.8,-9.19,0.07,0.356
446.16,1362.012,10.88,0.52,,-1.71,-9.51,0.08,0.27
446.32,1362.401,10.67,0.84,0.0166909,-1.94,-9.87,0.13,0.298
446.48,1362.7945,10.8,0.99,,-2.44,-9.73,0.12,0.261
446.64,1363.183,10.34,0.96,0.0228847,-2.93,-9.84,0.11,0.272
446.8,1363.573,10.44,0.69,,-2.83,-9.54,0.11,0.31
446.96,1363.9595,10.02,1.47,0.0291455,-2.12,-9.12,0.07,0.252
447.12,1364.341,0.24,5.92,,,,0.28,0.241
